global_step,epoch,epochs,step,iters,loss,logits_loss,aux_loss,lr,epoch_eta_min
769,2,2,37200,39695,2.086,2.086,0.0,5.11e-05,5.0
770,2,2,37300,39695,1.9023,1.9023,0.0,5.101e-05,5.0
771,2,2,37400,39695,2.0116,2.0116,0.0,5.093e-05,5.0
772,2,2,37500,39695,1.9432,1.9432,0.0,5.085e-05,5.0
773,2,2,37600,39695,2.0538,2.0538,0.0,5.077e-05,4.0
774,2,2,37700,39695,2.0213,2.0213,0.0,5.07e-05,4.0
775,2,2,37800,39695,1.8992,1.8992,0.0,5.063e-05,4.0
776,2,2,37900,39695,1.8722,1.8722,0.0,5.057e-05,4.0
777,2,2,38000,39695,2.0106,2.0106,0.0,5.051e-05,3.0
778,2,2,38100,39695,1.8263,1.8263,0.0,5.045e-05,3.0
779,2,2,38200,39695,1.9429,1.9429,0.0,5.039e-05,3.0
780,2,2,38300,39695,1.8492,1.8492,0.0,5.034e-05,3.0
781,2,2,38400,39695,2.0067,2.0067,0.0,5.03e-05,3.0
782,2,2,38500,39695,1.867,1.867,0.0,5.025e-05,2.0
783,2,2,38600,39695,1.93,1.93,0.0,5.021e-05,2.0
784,2,2,38700,39695,1.7913,1.7913,0.0,5.017e-05,2.0
785,2,2,38800,39695,1.9122,1.9122,0.0,5.014e-05,2.0
786,2,2,38900,39695,1.8444,1.8444,0.0,5.011e-05,1.0
787,2,2,39000,39695,1.7507,1.7507,0.0,5.009e-05,1.0
788,2,2,39100,39695,1.8222,1.8222,0.0,5.006e-05,1.0
789,2,2,39200,39695,1.8075,1.8075,0.0,5.004e-05,1.0
790,2,2,39300,39695,1.8545,1.8545,0.0,5.003e-05,0.0
791,2,2,39400,39695,1.8134,1.8134,0.0,5.002e-05,0.0
792,2,2,39500,39695,1.8273,1.8273,0.0,5.001e-05,0.0
793,2,2,39600,39695,2.0717,2.0717,0.0,5e-05,0.0
794,2,2,39695,39695,1.6474,1.6474,0.0,5e-05,0.0
